x1,x2,przystosowanie,przystosowanie sigma-odcięcie,przystosowanie boltzmann,selekcja bez skalowania,selekcja sigma-odcięcie,selekcja boltzmann
-0.0065799052141599645,0.2814658281487117,3901.066932686626,1135.5882030017779,2445.815454124685,3836.5333978242575,3716.7524604618084,3829.6150862140007
1.5054224550088975,0.6850209452045473,3659.7012253519924,894.2224956671444,1509.301818011207,3802.7533441977084,3680.9038564571647,3890.238468779141
-0.47772603056720175,-0.5482370199531241,3847.5274399215223,1082.0487102366742,2197.4544029715225,3716.7524604618084,3685.858440556693,3785.756357244772
-1.2796054389618585,-1.141836263471828,3132.393492539839,366.91476285499084,525.7295857850684,3467.7370378785213,3874.360041142863,3834.5919181775857
-0.12178347629506514,-1.0398996586775529,3797.4958802226697,1032.0171505378216,1988.2134694391416,3680.9038564571647,3829.6150862140007,3900.263262627969
-0.8196576926133803,1.3225213039856856,3864.350065071105,1098.8713353862568,2272.6461357443463,3685.858440556693,3890.238468779141,3884.565928499191
1.1275797578405147,0.1289968812384341,3779.4669841974132,1013.9882545125652,1917.7999878703856,3874.360041142863,3617.8715906819507,3851.531174522437
-1.718358225011554,-1.6243596059100591,1807.6127266411022,0,37.159722762781,3829.6150862140007,3785.756357244772,3671.8454120114243
-1.1517284109283756,0.49679967775001277,3836.5333978242575,1071.0546681394094,2149.663926501742,3890.238468779141,3834.5919181775857,3880.4877543687094
-1.5443795310171045,1.3812516291244128,3802.7533441977084,1037.2746145128604,2009.2296892023858,3617.8715906819507,3900.263262627969,3706.079329362838
-0.8006022856546788,2.019388377339598,3716.7524604618084,951.2737307769603,1691.726562338591,3785.756357244772,3884.565928499191,3908.995853388231
-1.569202792786433,0.3751452420415755,3467.7370378785213,702.2583081936732,1028.1065368948064,3834.5919181775857,3851.531174522437,3869.465046051377
-0.14154430317604505,1.529316142414972,3680.9038564571647,915.4251267723166,1574.6805620042207,3900.263262627969,3671.8454120114243,3908.8550446158447
-0.808139210106172,-0.8330879649662548,3685.858440556693,920.379710871845,1590.3619027600034,3884.565928499191,3880.4877543687094,3909.499525528693
0.7256590190667902,1.1229424450060996,3874.360041142863,1108.8813114580148,2318.6028937292012,3851.531174522437,3706.079329362838,3885.331320496876
-1.8130276377637546,0.6972741147623176,3231.3830092347544,465.9042795499063,640.8311581934942,3671.8454120114243,3908.995853388231,3741.662759602692
0.7112744318235973,-0.39020001127728676,3829.6150862140007,1064.1363565291526,2120.124669760872,3880.4877543687094,3652.2625231524275,3838.8530324084395
1.3971113829092645,-0.5605146861476988,3278.6093886686203,513.1306589837723,704.3101247979072,3706.079329362838,3869.465046051377,3909.7641202584414
-1.0701471123999426,1.5386105990676233,3890.238468779141,1124.7597390942929,2393.416058376985,3908.995853388231,3908.8550446158447,3857.3218101996126
-0.15101627400739837,1.7281022847262766,3617.8715906819507,852.3928609971026,1388.1721786107682,3652.2625231524275,3909.499525528693,3733.6211566957295
-1.4921436916300546,1.1400634956169742,3785.756357244772,1020.277627559924,1942.075866951414,3869.465046051377,3885.331320496876,3849.36763134206
-1.0203209728740368,0.19650539245866439,3834.5919181775857,1069.1131884927377,2141.333053668116,3908.8550446158447,3741.662759602692,3881.29529520585
1.9366353558937308,-1.028175638204719,1625.4946277165145,0,25.81586577479078,3512.8332036979846,3838.8530324084395,3890.6904570233205
1.4781260277441932,1.8765039493391904,3900.263262627969,1134.7845329431211,2441.887354567429,3909.499525528693,3909.7641202584414,3796.110580774053
-1.8434203378910035,0.7853888103296685,3219.2374913124695,453.7587616276214,625.4522465980366,3885.331320496876,3857.3218101996126,3884.046049319779
-0.12306505285326974,0.5068033885095211,3884.565928499191,1119.087198814343,2366.4160088491767,3741.662759602692,3733.6211566957295,3901.922895140604
-0.013633497659065963,-0.7577149959953786,3851.531174522437,1086.052444837589,2215.1210897526385,3838.8530324084395,3626.2373705277246,3860.562021990921
-1.9890751110349711,1.2482610417476243,3167.653045432086,402.17431574723787,564.1420552892941,3909.7641202584414,3849.36763134206,3734.7189333479814
-0.49586392849186534,-1.29007788019933,3671.8454120114243,906.3666823265762,1546.4091178003441,3857.3218101996126,3568.4788850785303,3900.6969755956543
-0.1187538017091847,-0.5175048667567752,3880.4877543687094,1115.0090246838613,2347.1931962955323,3733.6211566957295,3881.29529520585,3878.402753990463
1.0334384300935846,-1.1250997798533873,3429.0324154444106,663.5536857595625,951.5239249620006,3626.2373705277246,3890.6904570233205,3888.395882659306
-1.7164931993408892,1.544416895991235,3706.079329362838,940.60059967799,1655.9972241827872,3849.36763134206,3796.110580774053,3834.4535700131237
0.8730792287555196,0.8616674266860929,3908.995853388231,1143.5171237033828,2484.909965721705,3568.4788850785303,3884.046049319779,3907.859590338479
-0.060193116255099044,1.6055391497500686,3652.2625231524275,886.7837934675795,1487.013531530636,3881.29529520585,3901.922895140604,3850.385124359287
1.1380299668646785,1.931633231661598,3869.465046051377,1103.986316366529,2296.0145444329983,3890.6904570233205,3860.562021990921,3664.2252722009825
-0.028973995848137868,0.03019386179053596,3908.8550446158447,1143.3763149309966,2484.2102700060977,3796.110580774053,3734.7189333479814,3659.7012253519924
-0.019124753735544786,-1.9899311589264117,3512.8332036979846,747.3544740131365,1125.1441135818852,3884.046049319779,3900.6969755956543,3652.2625231524275
1.3237278744318481,-0.7284157650206153,3294.52221492362,529.0434852387721,727.0857563895577,3901.922895140604,3664.2252722009825,3644.555401067968
0.35319193805515514,0.15340005108945842,3909.499525528693,1144.020795843845,2487.4143867596144,3860.562021990921,3630.71589086651,3640.215063277223
1.4963602333122634,-0.2823260607028115,3273.9977405716245,508.5190108867764,697.8439295608644,3734.7189333479814,3878.402753990463,3633.9329221558028
-0.49711190186884413,-0.22645483508512831,3885.331320496876,1119.8525908120278,2370.041254628099,3900.6969755956543,3888.395882659306,3630.71589086651
-0.4061716467457246,-1.124830476825884,3741.662759602692,976.1840299178439,1778.1442072156174,3664.2252722009825,3633.9329221558028,3626.2373705277246
0.699595193075853,-0.3535180741786199,3838.8530324084395,1073.3743027235914,2159.6599653070525,3630.71589086651,3834.4535700131237,3620.1206584857428
0.6932965870718464,0.4430021229042578,3909.7641202584414,1144.2853905735933,2488.7310485855405,3878.402753990463,3907.859590338479,3617.8715906819507
-0.8160565123044936,1.3686581895397447,3857.3218101996126,1091.8430805147646,2240.9241358109234,3888.395882659306,3613.6717473393096,3613.6717473393096
0.510953137595787,1.5882493460634644,3733.6211566957295,968.1424270108814,1749.774695833988,3633.9329221558028,3644.555401067968,3610.312688883844
-1.3547664337214202,-2.0311529367144567,2409.438030729337,0,123.82583990588837,3834.4535700131237,3850.385124359287,3597.6557999152196
-0.7507795499739331,-1.111732706826947,3626.2373705277246,860.7586408428765,1411.5938585007784,3907.859590338479,3610.312688883844,3575.450402601326
0.1972665553369488,-0.7356050322796337,3849.36763134206,1083.888901657212,2205.55677722415,3613.6717473393096,3620.1206584857428,3568.4788850785303
1.8744063328876335,0.13494833242655746,2767.8424541534623,2.3637244686142367,253.58140818617213,3644.555401067968,3566.3176337960062,3566.3176337960062
0.69804874975482,-1.3605102363215948,3568.4788850785303,803.0001553936822,1257.596665455533,3850.385124359287,3512.8332036979846,3512.8332036979846
-1.0486510026248763,0.6046160608200082,3881.29529520585,1115.8165655210018,2350.9871679752214,3610.312688883844,3476.722059723063,3476.722059723063
0.9612862084552072,1.3634803713181882,3890.6904570233205,1125.2117273384724,2395.5806284334367,3620.1206584857428,3467.7370378785213,3467.7370378785213
0.14288226661885517,-1.043326959465854,3796.110580774053,1030.6318510892047,1982.7125513309236,3566.3176337960062,3455.1289003048614,3455.1289003048614
0.22602110294125755,0.5546221051457905,3884.046049319779,1118.5673196349308,2363.9567867434457,3429.0324154444106,3429.0324154444106,3909.7641202584414
-1.0993793492290989,1.400199856544973,3901.922895140604,1136.4441654557559,2450.0060925265407,3294.52221492362,3294.52221492362,3909.499525528693
1.88225248991421,-2.020293877390046,814.3374624689436,0,5.0971161802012475,3278.6093886686203,3278.6093886686203,3909.0623533881767
1.0991597608156178,1.9112037095642571,3860.562021990921,1095.083292306073,2255.4934300389327,3273.9977405716245,3273.9977405716245,3908.995853388231
0.46019418146317204,-1.111057950500446,3734.7189333479814,969.2402036631333,1753.6206398922238,3231.3830092347544,3231.3830092347544,3908.8550446158447
-1.917860018861261,-1.990655667836173,687.9083147470114,0,3.9583078743708575,3219.2374913124695,3219.2374913124695,3907.859590338479
-0.8024920531540876,0.3979437686399452,3900.6969755956543,1135.2182459108062,2444.0064299276255,3167.653045432086,3167.653045432086,3429.0324154444106
-1.8102129595595124,-0.591122655765721,2405.965242768188,0,122.96877797349994,3132.393492539839,3132.393492539839,3906.0418684271044
0.9490649080555023,-0.6669879339988938,3664.2252722009825,898.7465425161345,1523.0200907973756,3013.400516003475,3909.7641202584414,3904.8055777056015
-0.02953194589764463,-1.6671331792285764,3630.71589086651,865.237161181662,1424.2943566390095,3000.389025851322,3909.499525528693,3901.922895140604
1.589403096652727,1.9671865509239437,3878.402753990463,1112.9240243056151,2337.4257781156693,2767.8424541534623,3909.0623533881767,3901.066932686626
-0.5186927372186501,0.7083335135211857,3888.395882659306,1122.917152974458,2384.612139902118,2730.5320782316585,3908.995853388231,3900.6969755956543
-1.5162334844058214,-1.1689493493317733,2701.026283607944,0,221.8613344709197,2701.026283607944,3908.8550446158447,3900.263262627969
-1.5856069122940197,0.8728640682344357,3633.9329221558028,868.4541924709547,1433.4878998606268,2677.985373179599,3907.859590338479,3890.6904570233205
-0.5907368440629852,1.2034639409704915,3834.4535700131237,1068.9748403282756,2140.7406366367513,2658.947669505396,3906.0418684271044,3890.238468779141
1.0684752557616202,-1.8743286072440641,3000.389025851322,234.91029616647393,403.7428040948088,2583.599066073406,3904.8055777056015,3888.395882659306
-1.8999854710289756,-0.4423030247566495,2259.5188489495913,0,91.74726689670163,2518.412287298125,3901.922895140604,3888.354322030456
-1.811257622116854,-0.1421586350387234,2730.5320782316585,0,235.34773797168532,2409.438030729337,3901.066932686626,3885.331320496876
-0.3660605148551359,0.1863728440368475,3907.859590338479,1142.3808606536309,2479.269354615182,2405.965242768188,3900.6969755956543,3884.565928499191
-1.9765444816516329,0.1882231522904183,2518.412287298125,0,153.98028497818626,2259.5188489495913,3900.263262627969,3884.046049319779
-0.7921060756830929,-1.0846328248352894,3613.6717473393096,848.1930176544615,1376.5608014798788,1965.4122436788937,3890.6904570233205,3881.29529520585
1.765606742993881,1.4899199513400627,3644.555401067968,879.0766713831199,1464.2680940921764,1807.6127266411022,3890.238468779141,3880.4877543687094
-1.1944477584380255,0.6864401257685051,3850.385124359287,1084.906394674439,2210.0496243541097,1625.4946277165145,3888.395882659306,3878.402753990463
-0.36284816183158175,-1.5941162721280326,3610.312688883844,844.8339591989961,1367.343899857442,1047.0904158002218,3888.354322030456,3874.360041142863
-0.0671962609241954,1.7037517355590652,3620.1206584857428,854.6419288008947,1394.4304299964888,814.3374624689436,3885.331320496876,3873.6502200669925
-0.7149039251722169,-1.3348307690664898,3566.3176337960062,800.8389041111582,1252.1724322198838,687.9083147470114,3884.565928499191,3869.465046051377
